cve_id,schema_version,date_generated,kev_vulnerability_name,kev_date_added,kev_day_added,kev_date_due,kev_days_allotted,kev_short_deadline,kev_ransomware,cvss_version,cvss_attack_vector,cvss_attack_complexity,cvss_privileges_required,cvss_scope,cvss_user_interaction,cvss_confidentiality_impact,cvss_integrity_impact,cvss_availability_impact,cvss_vector_string,cvss_base_score,cvss_base_severity,ssvc_exploitation,ssvc_automatable,ssvc_technical_impact,epss_today,epss_percentile,epss_delta,attck_technique_count,attck_capability_groups,has_metasploit,metasploit_module_count,min_metasploit_delta,has_nuclei,nuclei_template_count,min_nuclei_delta
CVE-2018-0824,1.0.0-dev,2025-12-29T18:06:38.711Z,Microsoft COM for Windows Deserialization of Untrusted Data,2024-08-05,Monday,2024-08-26,21,false,false,3.1,NETWORK,HIGH,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,7.5,HIGH,active,no,total,0.88995,0.99502,0.0,0,"",true,1,-2117,false,0,
CVE-2018-1000861,1.0.0-dev,2025-12-29T18:06:40.140Z,Jenkins Stapler Web Framework Deserialization of Untrusted Data,2022-02-10,Thursday,2022-08-10,181,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.94485,0.99999,0.0,0,"",true,1,-1083,true,1,-362
CVE-2018-10561,1.0.0-dev,2025-12-29T18:06:39.698Z,Dasan GPON Routers Authentication Bypass,2022-03-31,Thursday,2022-04-21,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.93311,0.99795,0.0,0,"",false,0,,false,0,
CVE-2018-10562,1.0.0-dev,2025-12-29T18:06:39.697Z,Dasan GPON Routers Command Injection,2022-03-31,Thursday,2022-04-21,21,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.9411,0.99904,0.0,0,"",false,0,,true,1,2
CVE-2018-11138,1.0.0-dev,2025-12-29T18:06:39.823Z,Quest KACE System Management Appliance Remote Command Execution,2022-03-25,Friday,2022-04-15,21,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.92008,0.99683,0.0,0,"",true,1,-1372,true,1,1298
CVE-2018-11776,1.0.0-dev,2025-12-29T18:06:40.325Z,Apache Struts Remote Code Execution,2021-11-03,Wednesday,2022-05-03,181,false,false,3.1,NETWORK,HIGH,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,HIGH,active,no,total,0.94431,0.99983,0.0,3,code_execution,true,1,-1160,true,1,-252
CVE-2018-1273,1.0.0-dev,2025-12-29T18:06:39.822Z,VMware Tanzu Spring Data Commons Property Binder,2022-03-25,Friday,2022-04-15,21,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.94288,0.99935,0.0,0,"",false,0,,true,1,-447
CVE-2018-13374,1.0.0-dev,2025-12-29T18:06:39.305Z,Fortinet FortiOS and FortiADC Improper Access Control,2022-09-08,Thursday,2022-09-29,21,false,true,3.1,NETWORK,LOW,LOW,UNCHANGED,NONE,LOW,NONE,NONE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,4.3,MEDIUM,active,no,partial,0.0263,0.85262,0.0,0,"",false,0,,false,0,
CVE-2018-13379,1.0.0-dev,2025-12-29T18:06:40.446Z,Fortinet FortiOS SSL VPN Path Traversal,2021-11-03,Wednesday,2022-05-03,181,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,9.1,CRITICAL,active,yes,partial,0.94475,0.99998,0.0,1,dir_traversal,false,0,,true,1,-305
CVE-2018-13382,1.0.0-dev,2025-12-29T18:06:40.226Z,Fortinet FortiOS and FortiProxy Improper Authorization,2022-01-10,Monday,2022-07-10,181,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,NONE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,CRITICAL,active,yes,total,0.87043,0.99406,0.0,0,"",false,0,,false,0,
CVE-2018-13383,1.0.0-dev,2025-12-29T18:06:40.228Z,Fortinet FortiOS and FortiProxy Out-of-bounds Write,2022-01-10,Monday,2022-07-10,181,false,true,3.1,NETWORK,LOW,LOW,UNCHANGED,NONE,NONE,NONE,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,4.3,MEDIUM,active,no,partial,0.01315,0.79372,0.0,0,"",false,0,,false,0,
CVE-2018-14558,1.0.0-dev,2025-12-29T18:06:40.751Z,"Tenda AC7, AC9, and AC10 Routers Command Injection",2021-11-03,Wednesday,2022-05-03,181,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.76772,0.98902,0.0,0,"",false,0,,false,0,
CVE-2018-14667,1.0.0-dev,2025-12-29T18:06:38.965Z,Red Hat JBoss RichFaces Framework Expression Language Injection,2023-09-28,Thursday,2023-10-19,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.89374,0.99524,0.0,0,"",false,0,,false,0,
CVE-2018-14839,1.0.0-dev,2025-12-29T18:06:39.820Z,LG N1A1 NAS Remote Command Execution,2022-03-25,Friday,2022-04-15,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.90301,0.99575,0.0,0,"",false,0,,false,0,
CVE-2018-14847,1.0.0-dev,2025-12-29T18:06:40.271Z,MikroTik Router OS Directory Traversal,2021-12-01,Wednesday,2022-06-01,182,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,NONE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,CRITICAL,active,yes,total,0.93645,0.99828,0.0,0,"",true,1,-410,false,0,
CVE-2018-14933,1.0.0-dev,2025-12-29T18:06:38.511Z,NUUO NVRmini Devices OS Command Injection,2024-12-18,Wednesday,2025-01-08,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.93755,0.9984,0.0,0,"",true,1,-2204,true,1,180
CVE-2018-15133,1.0.0-dev,2025-12-29T18:06:38.853Z,Laravel Deserialization of Untrusted Data,2024-01-16,Tuesday,2024-02-06,21,false,false,3.1,NETWORK,HIGH,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,HIGH,active,no,total,0.84383,0.99284,0.0,0,"",true,1,-1654,false,0,
CVE-2018-15811,1.0.0-dev,2025-12-29T18:06:40.419Z,DotNetNuke (DNN) Inadequate Encryption Strength,2021-11-03,Wednesday,2022-05-03,181,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,NONE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,HIGH,active,yes,partial,0.91142,0.99622,0.0,0,"",true,1,-842,true,1,1441
CVE-2018-15961,1.0.0-dev,2025-12-29T18:06:40.299Z,Adobe ColdFusion Unrestricted File Upload,2021-11-03,Wednesday,2022-05-03,181,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.94422,0.99978,0.0,2,unrestricted_upload,true,1,-1032,true,1,7
CVE-2018-15982,1.0.0-dev,2025-12-29T18:06:40.127Z,Adobe Flash Player Use-After-Free,2022-02-15,Tuesday,2022-08-15,181,false,true,3.1,LOCAL,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.93817,0.9985,0.0,2,use_after_free,false,0,,false,0,
CVE-2018-17463,1.0.0-dev,2025-12-29T18:06:39.400Z,Google Chromium V8 Remote Code Execution,2022-06-08,Wednesday,2022-06-22,14,true,false,3.1,NETWORK,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,HIGH,active,no,total,0.91943,0.99678,0.0,0,"",true,1,-982,false,0,
CVE-2018-17480,1.0.0-dev,2025-12-29T18:06:39.398Z,Google Chromium V8 Out-of-Bounds Write,2022-06-08,Wednesday,2022-06-22,14,true,false,3.1,NETWORK,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,HIGH,active,no,total,0.27293,0.96232,0.0,0,"",false,0,,false,0,
CVE-2018-18325,1.0.0-dev,2025-12-29T18:06:40.421Z,DotNetNuke (DNN) Inadequate Encryption Strength,2021-11-03,Wednesday,2022-05-03,181,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,NONE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,HIGH,active,yes,partial,0.91084,0.99618,0.0,0,"",true,1,-842,true,1,1441
CVE-2018-18809,1.0.0-dev,2025-12-29T18:06:39.213Z,TIBCO JasperReports Library Directory Traversal,2022-12-29,Thursday,2023-01-19,21,false,false,3.1,NETWORK,LOW,LOW,CHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,9.9,CRITICAL,active,no,total,0.94068,0.99896,0.0,0,"",false,0,,true,1,217
CVE-2018-19320,1.0.0-dev,2025-12-29T18:06:39.259Z,GIGABYTE Multiple Products Unspecified,2022-10-24,Monday,2022-11-14,21,false,true,3.1,LOCAL,LOW,LOW,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.36436,0.96969,0.0,0,"",false,0,,false,0,
CVE-2018-19321,1.0.0-dev,2025-12-29T18:06:39.257Z,GIGABYTE Multiple Products Privilege Escalation,2022-10-24,Monday,2022-11-14,21,false,true,3.1,LOCAL,LOW,LOW,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.31896,0.96646,0.0,0,"",false,0,,false,0,
CVE-2018-19322,1.0.0-dev,2025-12-29T18:06:39.256Z,GIGABYTE Multiple Products Code Execution,2022-10-24,Monday,2022-11-14,21,false,true,3.1,LOCAL,LOW,LOW,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.04357,0.88572,0.0,0,"",false,0,,false,0,
CVE-2018-19323,1.0.0-dev,2025-12-29T18:06:39.254Z,GIGABYTE Multiple Products Privilege Escalation,2022-10-24,Monday,2022-11-14,21,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.19316,0.95166,0.0,0,"",false,0,,false,0,
CVE-2018-19410,1.0.0-dev,2025-12-29T18:06:38.464Z,Paessler PRTG Network Monitor Local File Inclusion,2025-02-04,Tuesday,2025-02-25,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.91753,0.99664,0.0,0,"",false,0,,true,1,104
CVE-2018-19943,1.0.0-dev,2025-12-29T18:06:39.524Z,QNAP NAS File Station Cross-Site Scripting,2022-05-24,Tuesday,2022-06-14,21,false,true,3.1,NETWORK,HIGH,LOW,CHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:H/I:H/A:H,8.0,HIGH,active,no,total,0.055,0.89918,0.0,0,"",false,0,,false,0,
CVE-2018-19949,1.0.0-dev,2025-12-29T18:06:39.522Z,QNAP NAS File Station Command Injection,2022-05-24,Tuesday,2022-06-14,21,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.44166,0.97414,0.0,0,"",false,0,,false,0,
CVE-2018-19953,1.0.0-dev,2025-12-29T18:06:39.520Z,QNAP NAS File Station Cross-Site Scripting,2022-05-24,Tuesday,2022-06-14,21,false,true,3.1,NETWORK,LOW,NONE,CHANGED,REQUIRED,LOW,LOW,NONE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,MEDIUM,active,no,partial,0.31524,0.96613,0.0,0,"",false,0,,false,0,
CVE-2018-20062,1.0.0-dev,2025-12-29T18:06:40.753Z,"ThinkPHP ""noneCms"" Remote Code Execution",2021-11-03,Wednesday,2022-05-03,181,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.94307,0.99941,0.0,0,"",true,1,-569,true,1,1293
CVE-2018-20250,1.0.0-dev,2025-12-29T18:06:40.125Z,WinRAR Absolute Path Traversal,2022-02-15,Tuesday,2022-08-15,181,false,true,3.1,LOCAL,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.93462,0.99808,0.0,0,"",true,1,-1037,false,0,
CVE-2018-20753,1.0.0-dev,2025-12-29T18:06:39.646Z,Kaseya VSA Remote Code Execution,2022-04-13,Wednesday,2022-05-04,21,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.45276,0.9747,0.0,0,"",false,0,,false,0,
CVE-2018-2380,1.0.0-dev,2025-12-29T18:06:40.710Z,SAP Customer Relationship Management (CRM) Path Traversal,2021-11-03,Wednesday,2022-05-03,181,false,true,3.1,NETWORK,LOW,HIGH,CHANGED,NONE,LOW,LOW,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:L/A:L,6.6,MEDIUM,active,no,partial,0.45533,0.9748,0.0,0,"",false,0,,false,0,
CVE-2018-2628,1.0.0-dev,2025-12-29T18:06:39.304Z,Oracle WebLogic Server Unspecified,2022-09-08,Thursday,2022-09-29,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.94422,0.99979,0.0,0,"",true,1,-1492,true,1,-444
CVE-2018-4063,1.0.0-dev,2025-12-29T18:06:38.034Z,Sierra Wireless AirLink ALEOS Unrestricted Upload of File with Dangerous Type,2025-12-12,Friday,2026-01-02,21,false,false,3.1,NETWORK,LOW,LOW,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,8.8,HIGH,active,no,total,0.01087,0.77381,0.0,0,"",false,0,,false,0,
CVE-2018-4344,1.0.0-dev,2025-12-29T18:06:39.376Z,Apple Multiple Products Memory Corruption,2022-06-27,Monday,2022-07-18,21,false,false,3.1,LOCAL,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.0019,0.41083,0.0,0,"",false,0,,false,0,
CVE-2018-4878,1.0.0-dev,2025-12-29T18:06:40.301Z,Adobe Flash Player Use-After-Free,2021-11-03,Wednesday,2022-05-03,181,false,true,3.1,LOCAL,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.93125,0.99776,0.0,3,use_after_free,false,0,,false,0,
CVE-2018-4939,1.0.0-dev,2025-12-29T18:06:40.297Z,Adobe ColdFusion Deserialization of Untrusted Data,2021-11-03,Wednesday,2022-05-03,181,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.76955,0.98911,0.0,3,untrusted_data,false,0,,false,0,
CVE-2018-4990,1.0.0-dev,2025-12-29T18:06:39.397Z,Adobe Acrobat and Reader Double Free,2022-06-08,Wednesday,2022-06-22,14,true,false,3.1,NETWORK,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,HIGH,active,no,total,0.62033,0.98267,0.0,2,pointer_vuln,false,0,,false,0,
CVE-2018-5002,1.0.0-dev,2025-12-29T18:06:39.587Z,Adobe Flash Player Stack-based Buffer Overflow,2022-05-23,Monday,2022-06-13,21,false,false,3.1,LOCAL,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.44541,0.97435,0.0,0,"",false,0,,false,0,
CVE-2018-5430,1.0.0-dev,2025-12-29T18:06:39.211Z,TIBCO JasperReports Server Information Disclosure,2022-12-29,Thursday,2023-01-19,21,false,false,3.1,NETWORK,LOW,LOW,CHANGED,NONE,HIGH,NONE,NONE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,7.7,HIGH,active,no,partial,0.54156,0.97903,0.0,0,"",false,0,,false,0,
CVE-2018-6065,1.0.0-dev,2025-12-29T18:06:39.395Z,Google Chromium V8 Integer Overflow,2022-06-08,Wednesday,2022-06-22,14,true,false,3.1,NETWORK,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,HIGH,active,no,total,0.86799,0.99394,0.0,0,"",false,0,,false,0,
CVE-2018-6530,1.0.0-dev,2025-12-29T18:06:39.302Z,D-Link Multiple Routers OS Command Injection,2022-09-08,Thursday,2022-09-29,21,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.94038,0.99891,0.0,0,"",false,0,,true,1,298
CVE-2018-6789,1.0.0-dev,2025-12-29T18:06:40.432Z,Exim Buffer Overflow,2021-11-03,Wednesday,2022-05-03,181,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.86439,0.99379,0.0,2,buffer_overflow,false,0,,false,0,
CVE-2018-6882,1.0.0-dev,2025-12-29T18:06:39.618Z,Synacor Zimbra Collaboration Suite (ZCS) Cross-Site Scripting (XSS),2022-04-19,Tuesday,2022-05-10,21,false,true,3.1,NETWORK,LOW,NONE,CHANGED,REQUIRED,LOW,LOW,NONE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,MEDIUM,active,no,partial,0.61776,0.98253,0.0,0,"",false,0,,true,1,1256
CVE-2018-6961,1.0.0-dev,2025-12-29T18:06:39.818Z,VMware SD-WAN Edge by VeloCloud Command Injection,2022-03-25,Friday,2022-04-15,21,false,false,3.1,NETWORK,HIGH,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,HIGH,active,no,total,0.9207,0.99688,0.0,0,"",false,0,,false,0,
CVE-2018-7445,1.0.0-dev,2025-12-29T18:06:39.300Z,MikroTik RouterOS Stack-Based Buffer Overflow,2022-09-08,Thursday,2022-09-29,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.85898,0.99351,0.0,0,"",false,0,,false,0,
CVE-2018-7600,1.0.0-dev,2025-12-29T18:06:40.428Z,Drupal Core Remote Code Execution,2021-11-03,Wednesday,2022-05-03,181,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.94489,0.99999,0.0,4,code_execution,true,1,-1300,true,1,-261
CVE-2018-7602,1.0.0-dev,2025-12-29T18:06:39.644Z,Drupal Core Remote Code Execution,2022-04-13,Wednesday,2022-05-04,21,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.94337,0.9995,0.0,0,"",false,0,,true,1,-68
CVE-2018-7841,1.0.0-dev,2025-12-29T18:06:39.631Z,Schneider Electric U.motion Builder SQL Injection,2022-04-15,Friday,2022-05-06,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.53349,0.97863,0.0,0,"",false,0,,true,1,1227
CVE-2018-8120,1.0.0-dev,2025-12-29T18:06:39.910Z,Microsoft Win32k Privilege Escalation,2022-03-15,Tuesday,2022-04-05,21,false,true,3.1,LOCAL,HIGH,LOW,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,7.0,HIGH,active,no,total,0.94157,0.99909,0.0,0,"",true,1,-1252,false,0,
CVE-2018-8174,1.0.0-dev,2025-12-29T18:06:40.123Z,Microsoft Windows VBScript Engine Out-of-Bounds Write,2022-02-15,Tuesday,2022-08-15,181,false,true,3.1,NETWORK,HIGH,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,7.5,HIGH,active,no,total,0.94283,0.99933,0.0,0,"",false,0,,false,0,
CVE-2018-8298,1.0.0-dev,2025-12-29T18:06:39.959Z,ChakraCore Scripting Engine Type Confusion,2022-03-03,Thursday,2022-03-17,14,true,false,3.1,NETWORK,HIGH,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,7.5,HIGH,active,no,total,0.90143,0.99563,0.0,0,"",false,0,,false,0,
CVE-2018-8373,1.0.0-dev,2025-12-29T18:06:39.817Z,Microsoft Scripting Engine Memory Corruption,2022-03-25,Friday,2022-04-15,21,false,false,3.1,NETWORK,HIGH,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,7.5,HIGH,active,no,total,0.82417,0.9919,0.0,0,"",false,0,,false,0,
CVE-2018-8405,1.0.0-dev,2025-12-29T18:06:39.716Z,Microsoft DirectX Graphics Kernel Privilege Escalation,2022-03-28,Monday,2022-04-18,21,false,true,3.1,LOCAL,LOW,LOW,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.4999,0.97705,0.0,0,"",false,0,,false,0,
CVE-2018-8406,1.0.0-dev,2025-12-29T18:06:39.715Z,Microsoft DirectX Graphics Kernel Privilege Escalation,2022-03-28,Monday,2022-04-18,21,false,true,3.1,LOCAL,LOW,LOW,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.4999,0.97705,0.0,0,"",false,0,,false,0,
CVE-2018-8414,1.0.0-dev,2025-12-29T18:06:39.815Z,Microsoft Windows Shell Remote Code Execution,2022-03-25,Friday,2022-04-15,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,HIGH,active,no,total,0.8793,0.99447,0.0,0,"",false,0,,false,0,
CVE-2018-8440,1.0.0-dev,2025-12-29T18:06:39.713Z,Microsoft Windows Privilege Escalation,2022-03-28,Monday,2022-04-18,21,false,true,3.1,LOCAL,LOW,LOW,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.75484,0.98844,0.0,0,"",true,1,-1292,false,0,
CVE-2018-8453,1.0.0-dev,2025-12-29T18:06:40.186Z,Microsoft Win32k Privilege Escalation,2022-01-21,Friday,2022-07-21,181,false,true,3.1,LOCAL,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.78157,0.98968,0.0,0,"",true,1,-946,false,0,
